,country,article_name,revision_id,article_quality_est.,population
42218,Czech Republic,Jan Fischer (politician),804868436,C,
42220,Czech Republic,Martin Pecina,804869147,Stub,
42226,Czech Republic,Vlasta Parkanová,804871394,Stub,
42234,Rhodesian,Gaston Thornicroft,804877226,Start,
42235,Czech Republic,Martin Bursík,804879673,Start,
42353,United States,Larry A. Kaczala,804941978,,329878000.0
42356,Saint Kitts and Nevis,Cuthbert Sebastian,804942241,Start,
42360,"Congo, Dem. Rep. of",Franck Mwe di Malila,804943836,C,
42366,United States,William M. Rainach,804945338,,329878000.0
42379,United States,David J. Dwork,804946658,,329878000.0
42424,South Korean,Yi Yun-yong,804962117,Stub,
42425,South Korean,Byeon Yeong-tae,804962160,Stub,
42426,South Korean,Lee Beom-seok (foreign minister),804962170,Stub,
42434,East Timorese,Vicente Guterres,804966906,Start,
42438,South Korean,Yoo Chang-soon,804968129,Stub,
42439,South Korean,Lee Hyun-jae,804968364,Stub,
42440,South Korean,Hyun Soong-jong,804968483,Stub,
42446,South Korean,Yun Byung-se,804971432,Stub,
42447,South Korean,Kim Sung-hwan (politician),804971477,Stub,
42449,South Korean,Kim Suk-soo,804971686,Stub,
42450,South Korean,Kim Hwang-sik,804971888,C,
42452,South Korean,Chang Sang,804972263,Stub,
42493,Salvadoran,Armando Calderón Sol,804991452,Start,
42561,United States,Ron Crickenberger,805031334,,329878000.0
42567,Czech Republic,Lubomír Zaorálek,805037426,Start,
42569,"Congo, Dem. Rep. of",Mobutu Sese Seko,805038023,B,
42573,Serbia,Lav Grigorije Pajkić,805041930,,6957000.0
42575,Ivorian,Amadou Gon Coulibaly,805044583,Start,
42587,South Korean,Chang Taek-sang,805053478,Start,
42590,Hondura,Augusto Coello,805055004,Stub,
42602,Abkhazia,Gennadi Berulava,805063877,Stub,
42627,Czech Republic,Radola Gajda,805084705,C,
42630,"Congo, Dem. Rep. of",Maurice Mpolo,805086693,C,
42693,Jersey,William Bailhache,805135198,Stub,
42694,Jersey,Michael Birt (barrister),805136001,Start,
42695,Jersey,Frank Ereaut,805136113,Start,
42696,Jersey,Robert Pipon Marett,805136184,Start,
42743,Cape Colony,Nicolaas Frederic de Waal,805157563,Stub,
42746,South Korean,"List of members of the South Korean Constituent Assembly, 1948–50",805158721,Stub,
42766,Czech Republic,Karel Schwarzenberg,805176779,C,
42770,Czech Republic,Vlasta Svobodová,805179298,Stub,
42778,East Timorese,Rui Maria de Araújo,805183458,Start,
42819,United States,Richards–Young family,805211553,,329878000.0
42872,Hondura,George Romeo Silvestri,805248828,Stub,
42917,"Congo, Dem. Rep. of",Georges Minsay Booka,805279692,Start,
42943,South Korean,Lim Su-kyung,805293256,C,
43014,Czech Republic,Ondřej Přikryl,805352758,Start,
43017,Salvadoran,Fidel Sánchez Hernández,805353238,Start,
43036,"Congo, Dem. Rep. of",Germain Katanga,805368981,GA,
43039,Rhodesian,"James Graham, 7th Duke of Montrose",805372073,C,
43113,United Kingdom,Ian Axton,805420467,,67160000.0
43141,Czech Republic,Milada Horáková,805439919,C,
43214,Salvadoran,Rafael Antonio Gutiérrez,805474907,Start,
43215,Incan,Hilaria Supa,805475200,C,
43255,Jersey,Freddie Cohen,805499715,C,
43283,United States,Dennis Shea (lawyer),805517427,,329878000.0
43303,"Congo, Dem. Rep. of",Daniel Kanza,805523382,Start,
43372,Saint Lucian,Michael Pilgrim,805577053,Stub,
43438,Hondura,Salvador Nasralla,805625721,Start,
43482,Cook Island,Pa Tepaeru Terito Ariki,805657875,C,
43507,Cape Colony,"John Charles Molteno, Jr.",805678535,C,
43529,Bangladesh,Kamrul Hasan Nasim,805697623,,169809000.0
43610,Guernsey,Edmund Andros,805755298,B,
43637,Abkhazia,Guram Gabiskiria,805775169,Start,
43661,United States,Political positions of Pat Buchanan,805788048,,329878000.0
43671,Chechen,Umar Dzhabrailov,805794113,C,
43713,Macedonia,Mayor of the City of Skopje,805813045,C,
43730,Czech Republic,Martin Holcát,805824502,Stub,
43747,"Congo, Dem. Rep. of",Gilbert Pongo,805835265,C,
43750,Somaliland,Muhammad Haji Ibrahim Egal,805840190,C,
43806,Chechen,Ramzan Kadyrov,805869321,FA,
43810,Rojava,Hediya Yousef,805873719,C,
43811,Rojava,Mansur Selum,805873803,Stub,
43812,Macedonia,Gjorge Ivanov,805874186,GA,
43872,"Congo, Dem. Rep. of",Laurent-Désiré Kabila,805923394,C,
43887,South African Republic,Kruger National Park,805927999,GA,
43905,Iran,Hossein Khan Movaghar,805936041,,84150000.0
43915,Saint Lucian,Allen Chastanet,805945778,Start,
43917,Czech Republic,Alena Dernerová,805946007,Stub,
43926,South Korean,Ki Dong-min,805956890,Start,
43939,Rhodesian,Ahrn Palley,805960143,C,
43945,Palauan,Baklai Temengil,805961817,Start,
43946,Cape Colony,"Alfred Milner, 1st Viscount Milner",805962015,C,
43953,Abkhazia,Nestor Lakoba,805967589,C,
43957,Iran,Ali Asghar Mousapasandi,805970954,,84150000.0
43973,Hondura,Edmundo Orellana,805984131,Stub,
43982,South Korean,Shin Sung-mo,805991409,Stub,
43984,Moldova,Valeriy Panasenko,805993160,,3535000.0
44008,Salvadoran,Irma Dimas,806010405,Start,
44012,Faroese,Annita á Fríðriksmørk,806011231,Start,
44042,Brazil,Edivaldo Holanda Júnior,806030859,,211812000.0
44065,Czech Republic,Marian Jurečka,806049453,Stub,
44072,Samoan,O le Ao o le Malo,806055721,GA,
44075,Salvadoran,Manuel José Arce,806057984,Start,
44096,"Congo, Dem. Rep. of",Prospère Mushobekwa,806071312,Stub,
44100,South Korean,Chun Jung-bae,806073279,Start,
44102,South Korean,"List of members of the National Assembly (South Korea), 2012–2016",806073996,Start,
44114,Czech Republic,Pavel Bělobrádek,806085100,Stub,
44140,Salvadoran,President of El Salvador,806101149,Stub,
44167,South Korean,Han Duck-soo,806124709,Start,
44184,East Timorese,Francisco Guterres,806140876,Start,
44192,South Korean,Roh Tae-woo,806145466,C,
44199,Rhodesian,Allan Savory,806153816,GA,
44203,Macedonia,Josif Mihajlović Jurukovski,806155912,Start,
44260,Hondura,Rafael Pineda Ponce,806178799,C,
44263,Philippines,Rajah Alon,806179522,,109581000.0
44266,South Korean,Han Myeong-sook,806182207,C,
44274,South Korean,Choo Mi-ae,806184478,C,
44281,"Congo, Dem. Rep. of",Eugène Serufuli Ngayabaseka,806189185,Start,
44282,"Congo, Dem. Rep. of",Julien Paluku Kahongya,806189633,C,
44333,Macedonia,Zoran Jolevski,806217021,C,
44336,Ivorian,Alassane Ouattara,806218350,B,
44349,Bangladesh,Golam Mohammad Rabbani,806223655,,169809000.0
44356,Czech Republic,Dan Ťok,806231200,Stub,
44390,Tokelauan,Jonathan Kings,806257719,Stub,
44392,Tokelauan,Administrator of Tokelau,806258588,Start,
44427,Ivorian,Hortense Aka-Anghui,806287770,Start,
44503,South Korean,Na Kyung-won,806319565,Start,
44548,Cape Colony,Gordon Sprigg,806340214,C,
44606,Egypt,Mohammed Naguib,806372496,,100803000.0
44608,"Congo, Dem. Rep. of",List of mayors of Goma,806372703,Stub,
44625,"Congo, Dem. Rep. of",Victor Nendaka Bika,806383479,Start,
44650,South Korean,Min Byung-doo,806399005,Start,
44655,United States,Phillip Jackson,806403304,,329878000.0
44665,Saint Lucian,Governor-General of Saint Lucia,806408228,C,
44673,Montserratian,Governor of Montserrat,806415676,Start,
44685,Ivorian,Dagobert Banzio,806421729,Start,
44724,South Korean,Choe Kwang-shik,806439224,Stub,
44747,South Korean,Choi Kyu-hah,806462613,C,
44781,Czech Republic,Jiří Dienstbier,806490518,Stub,
44817,Macedonia,Zoran Zaev,806504184,C,
44818,Czech Republic,Rudolf Slánský,806504904,C,
44831,South Korean,Won Sei-hoon,806511942,Stub,
44832,South Korean,Won Yoo-chul,806512047,Stub,
44848,"Congo, Dem. Rep. of",Antoine Gizenga cabinet,806524828,Start,
44861,Rhodesian,Ian Smith,806532780,FA,
44865,Czech Republic,Alexandr Vondra,806537585,C,
44868,Czech Republic,Jaroslav Šedivý,806538241,Stub,
44869,Czech Republic,Cyril Svoboda,806538320,C,
44872,Czech Republic,Jan Kohout,806539480,Stub,
44876,Moldova,Valeriu Turea,806542084,,3535000.0
44884,"Congo, Dem. Rep. of",André Lubaya,806545614,Start,
44908,South Korean,Kim Boo-kyum,806555857,Start,
44913,Czech Republic,Miloš Vystrčil,806558617,Stub,
44916,Greenlandic,Mimi Karlsen,806560929,Stub,
44924,Czech Republic,Alois Eliáš,806566913,C,
44931,Czech Republic,Jan Skopeček (politician),806569308,Stub,
44950,Czech Republic,Miloslav Ludvík,806586185,Stub,
44954,South Korean,Baek Du-jin,806590508,Stub,
45011,Czech Republic,Martin Kupka,806636602,Stub,
45056,Cape Colony,Cecil Rhodes,806647373,B,
45063,Czech Republic,Matěj Stropnický,806650264,Stub,
45083,Omani,"Thuwaini bin Said, Sultan of Muscat and Oman",806665440,Stub,
45089,Niuean,Joan Viliamu,806666816,Stub,
45096,Czech Republic,Petr Šimerka,806669645,Stub,
45097,Czech Republic,Jaromír Drábek,806669709,Stub,
45098,Czech Republic,Ludmila Müllerová,806669752,Stub,
45104,Czech Republic,Jan Veleba (politician),806672899,Stub,
45105,Czech Republic,František Ringo Čech,806673245,Stub,
45108,Czech Republic,Michaela Marksová,806673585,Stub,
45134,Philippines,Rajah Gambang,806695084,,109581000.0
45161,Mexico,Claudia Cruz Santiago,806708318,,127792000.0
45162,Czech Republic,Robert Pelikán,806708361,Stub,
45163,Czech Republic,Karla Šlechtová,806708532,Stub,
45181,Czech Republic,Stanislav Gross,806720477,C,
45195,Czech Republic,Martin Stropnický,806729653,Stub,
45196,Montserratian,Tony Abbott (governor),806730593,Stub,
45197,Salvadoran,José Matías Delgado,806731535,C,
45207,Cook Island,Tom Marsters,806739780,Start,
45225,South Korean,"List of members of the National Assembly (South Korea), 2016–present",806749773,Start,
45240,Czech Republic,Leoš Heger,806751902,Stub,
45264,Incan,Túpac Amaru II,806761543,C,
45328,Hondura,Selvin Laínez,806796619,Stub,
45329,South Korean,Park Chung-hee,806801805,C,
45342,Nigeria,Olajide Awosedo,806811023,,206140000.0
45403,Ossetian,Anatoly Bibilov,806832826,Start,
45410,Macedonia,Teuta Arifi,806835501,Start,
45429,South Korean,Chun Doo-hwan,806846283,C,
45443,Czech Republic,Bohuslav Svoboda,806850638,Stub,
45450,South Korean,Roh Moo-hyun,806852494,B,
45493,Hondura,Ana Julia García,806875293,Stub,
45497,Czech Republic,Miroslava Němcová,806876791,Stub,
45534,Czech Republic,Zbyněk Stanjura,806900987,Stub,
45540,Omani,Qaboos bin Said al Said,806904421,C,
45547,Faroese,Katrin Kallsberg,806909915,Start,
45593,"Congo, Dem. Rep. of",Jean-Chrysostome Werengemere,806947596,C,
45594,Hondura,Francisco Ferrera,806948506,Stub,
45608,Salvadoran,Vanda Pignato,806958982,B,
45618,Ivorian,Guillaume Soro,806973935,C,
45638,Czech Republic,Drahomíra Miklošová,806988445,Stub,
45641,Czech Republic,Václav Klaus Jr.,806991412,C,
45665,Australia,William McMahon,807000274,,25754000.0
45704,South Korean,Lee Jung-hee,807021657,Start,
45711,South Korean,Song Yo-chan,807029190,Stub,
45738,South Korean,Kitack Lim,807057020,Start,
45741,Czech Republic,Dominik Feri,807058182,Start,
45748,South Korean,Park Geun-hye,807060237,B,
45793,Macedonia,Koce Trajanovski,807092813,Start,
45800,Rhodesian,Garfield Todd,807097467,C,
45811,Czech Republic,Alexandra Udženija,807102237,Stub,
45838,South Korean,Do Jong-hwan,807122658,C,
45879,South Korean,Assassination of Park Chung-hee,807142261,C,
45915,Ivorian,Laurent Gbagbo,807159456,C,
45917,Rhodesian,Douglas Hamilton Ritchie,807159903,C,
45919,Rhodesian,Godfrey Huggins,807160082,C,
45921,United States,Dirtbag Left,807161510,,329878000.0
45956,Swaziland,Maphevu Dlamini,807175486,Stub,
45961,Salvadoran,José María Lemus,807175924,Stub,
45966,Samoan,William Sio,807177019,C,
45979,Chechen,Idris Gaibov,807180397,Stub,
46006,"Congo, Dem. Rep. of",Jean-Pierre Bemba,807193274,GA,
46014,Zimbabwe,Guy Georgias,807196681,,14863000.0
46019,Saint Lucian,Guy Joseph,807198874,Stub,
46046,Salvadoran,Salvador Sánchez Cerén,807210786,C,
46108,"Congo, Dem. Rep. of",Jason Sendwe,807243537,C,
46144,"Congo, Dem. Rep. of",Gérard Kamanda wa Kamanda,807258156,Stub,
46165,South African Republic,Piet Joubert,807269619,C,
46176,"Congo, Dem. Rep. of",Patrice Lumumba,807273861,FA,
46189,Rhodesian,George Hackwill,807283218,C,
46206,Cape Colony,George Grey,807290539,FA,
46214,Ivorian,Patrick Achi,807296683,Stub,
46215,Faroese,H. C .W. Tórgarð,807297374,Start,
46270,Cape Colony,Peregrine Maitland,807330872,C,
46277,Czech Republic,Ivan Pilný,807333095,Stub,
46283,Czech Republic,Marta Semelová,807334610,Stub,
46285,Czech Republic,Daniel Herman,807334657,Start,
46287,United Kingdom,John Rose (Trotskyist),807336308,,67160000.0
46324,Czech Republic,Jan Hamáček,807353609,Stub,
46329,Chechen,Ruslan Alikhadzhiyev,807354708,Start,
46345,Czech Republic,Michal Horáček,807358143,C,
46367,Iran,Jalal Movaghar,807367030,,84150000.0
46368,Iran,Mohsen Movaghar,807367166,,84150000.0
46395,Czech Republic,Václav Klaus,807382193,C,
46426,Czech Republic,Martin Kuba,807394304,Stub,
46428,Czech Republic,Martin Říman,807394725,Stub,
46443,Czech Republic,Kateřina Valachová,807399097,Stub,
46450,Cape Colony,Thomas Francis Wade,807401513,C,
46460,South Korean,Geum Min,807404528,Stub,
46493,Czech Republic,Vladimír Tošovský,807415625,Stub,
46494,Czech Republic,Pavel Svoboda,807416099,Start,
46506,Czech Republic,Petr Fiala,807420515,Start,
46512,South Korean,Nam Duck-woo,807423123,Stub,
46521,Rhodesian,Henry Everard,807425613,Start,
46523,Rhodesian,John Wrathall,807425747,C,
46580,Hondura,Juan Ángel Arias Boquín,807445333,Start,
46582,Hondura,Francisco Zelaya y Ayes,807445395,Stub,
46596,Omani,Haitham bin Tariq Al Said,807451487,Stub,
46600,Chechen,Ruslan Yamadayev,807454176,B,
46639,Czech Republic,Vladimír Špidla,807462107,C,
46686,Philippines,King Gutierrez,807479587,,109581000.0
46700,India,Ajay Kannoujiya,807484325,,1400100000.0
