,country,article_name,article_quality_est.,population
540,Thailand,Virachai Virameteekul,Start,66534000.0
541,Thailand,Theera Wongsamut,Start,66534000.0
542,Thailand,Kraisak Choonhavan,Start,66534000.0
543,Thailand,Chob Yodkaew,Stub,66534000.0
544,Mongolia,Mönkhchuluuny Zorigt,Stub,3361000.0
545,Mongolia,Nyamjavyn Batbayar,Stub,3361000.0
546,Switzerland,Fritz Hofmann (politician),Stub,8634000.0
548,Ukraine,Andriy Veselovsky,Start,41778000.0
549,Ukraine,Ivan Maistrenko,Stub,41778000.0
550,Russia,Yury Lutovinov,Start,146733000.0
551,Ukraine,Ihor Kharchenko,Start,41778000.0
552,Ukraine,Mykola Hrabar,Stub,41778000.0
553,Austria,Emil Byk,Stub,8914000.0
554,Ukraine,Ihor Dushyn,Stub,41778000.0
555,Moldova,Victor Său,Stub,3535000.0
556,Russia,Vasiliy Pokotilo,Stub,146733000.0
557,Moldova,Iuliana Gorea-Costin,Start,3535000.0
558,Moldova,Alexandru Codreanu,Stub,3535000.0
559,Poland,Paweł Adamowicz,Stub,38368000.0
560,Romania,Ioan Străjescu,Stub,19241000.0
561,Romania,Alexandru Cantacuzino,Stub,19241000.0
562,Romania,Eugen Bejinariu,Stub,19241000.0
563,Poland,Juliusz Leo,Stub,38368000.0
564,Israel,Leo Goldhammer,Start,9216000.0
565,Moldova,Ivan Tkachenko (politician),Stub,3535000.0
566,Azerbaijan,Yevsey Gindes,Start,10108000.0
567,Moldova,Pavel Parasca,Start,3535000.0
568,Poland,Albin Dunajewski,Stub,38368000.0
569,Kenya,Sospeter Machage,Start,53528000.0
570,Poland,Franciszek Bajorek,Start,38368000.0
571,Tunisia,Mohamed Charfi,Stub,11896000.0
572,Australia,Don Ferguson (South Australian politician),Stub,25754000.0
573,Australia,Keith Plunkett,Stub,25754000.0
574,Australia,Kym Mayes,Stub,25754000.0
575,Australia,Max Brown (politician),Stub,25754000.0
576,United States,Wyllys–Haynes family,Start,329878000.0
577,Russia,Viktor Anpilov,Stub,146733000.0
578,Ireland,Derek Nally,Stub,5003000.0
579,Albania,Fiqirete Shehu,Stub,2838000.0
580,China,Fan Chuo (Tang dynasty),Start,1402385000.0
581,Nicaragua,Óscar Moncada,Stub,6596000.0
583,Yemen,Yahya Al-Mutawakel,Stub,29826000.0
584,Mexico,Óscar González (politician),Stub,127792000.0
585,Tanzania,Rosebud Kurwijila,Stub,59734000.0
586,Romania,Constantin Angelescu,Stub,19241000.0
587,Bulgaria,Ivan Marazov,Stub,6927000.0
588,New Zealand,William Henry Dillon Bell,Stub,4987000.0
589,Maldives,Ibrahim Ismail (politician),C,541000.0
590,Pakistan,Choudry Mohammad Sadiq,Stub,220940000.0
591,Finland,William Lundström,Stub,5529000.0
592,Australia,Ivon Wardle,Stub,25754000.0
593,France,Alexandre-François Vivien,C,64940000.0
594,Sweden,Andrea Törnestam,Stub,10377000.0
595,South Sudan,Natisio Loluke,Stub,11194000.0
596,South Sudan,Teker Riek Dong,Stub,11194000.0
597,Australia,Sydney Innes-Noad,Stub,25754000.0
598,Australia,Joseph Beeston,Stub,25754000.0
599,Australia,John Hall (New South Wales politician),Stub,25754000.0
601,Poland,Jacek Majchrowski,Start,38368000.0
602,Portugal,Antão Martins Homem,Start,10255000.0
603,France,Charles Chaumet,Stub,64940000.0
604,France,Albert Roussin,Stub,64940000.0
605,France,Léon Martin Fourichon,Stub,64940000.0
606,France,Louis Raymond de Montaignac de Chauvance,Stub,64940000.0
607,Germany,Fritz Heckert,Stub,83300000.0
608,China,Grand Empress Dowager Shangguan,C,1402385000.0
609,Serbia,Zaharije Trnavčević,Stub,6957000.0
610,Egypt,Mohamed Kamel Leilah,Stub,100803000.0
611,Ukraine,Aleksandr Zolotarev,Start,41778000.0
612,Taiwan,Timothy Ting,Start,23610000.0
613,Bangladesh,Moinuddin Ahmed Chowdhury,C,169809000.0
614,Bangladesh,Dewan Farid Gazi,Stub,169809000.0
615,Palestinian Territory,Tawfik Tirawi,Start,5008000.0
616,Luxembourg,Léon de la Fontaine,Start,632000.0
617,Latvia,Mārtiņš Antons,Stub,1902000.0
618,Latvia,Aigars Prūsis,Stub,1902000.0
619,Nepal,Kumar Lingden,Stub,29996000.0
620,United States,Samuel R. Spencer,Stub,329878000.0
621,Suriname,Winston Jessurun,Start,605000.0
622,Belarus,Nikolay Goloded,Stub,9375000.0
623,Australia,Alfred Edwin Winter,Stub,25754000.0
624,Sierra Leone,Minkailu Bah,Stub,7977000.0
626,Brazil,Raimundo Colombo,Stub,211812000.0
627,Egypt,Khaled Dawoud,Stub,100803000.0
628,Estonia,Edgar V. Saks,Start,1331000.0
629,Ghana,Samuel Yaw Adusei,Stub,31073000.0
630,Niger,List of Nigerien politicians,Stub,24189000.0
631,China,Zhao Xinchu,Stub,1402385000.0
632,Nicaragua,Manuel Pérez (President of Nicaragua),Stub,6596000.0
633,Sweden,Tomas Bertelman,Stub,10377000.0
634,Myanmar,U Thaung (politician),Stub,54704000.0
635,Myanmar,Chan Nyein,Stub,54704000.0
636,Guinea,Barry Diawadou,Stub,12560000.0
637,Argentina,Antonio Mucci,Stub,45377000.0
638,Sweden,Bengt Jönsson (Oxenstierna),Stub,10377000.0
639,Finland,Jacob Magnus Sprengtporten,Start,5529000.0
640,Sweden,Johan Oxenstierna,Start,10377000.0
641,Iraq,Hikmat Mizban Ibrahim al-Azzawi,Start,39725000.0
642,Finland,Axel Lille,Stub,5529000.0
643,Sweden,Nils Jönsson (Oxenstierna),Start,10377000.0
644,Russia,Mikhail Aleksandrovich Stakhovich,Stub,146733000.0
645,Sweden,Bo Holmberg,Stub,10377000.0
646,Finland,Lauri Kaijalainen,Stub,5529000.0
647,Austria,Hubert Gorbach,Stub,8914000.0
648,Russia,Sergei Ivanovich Tiulpanov,Start,146733000.0
649,Germany,Veit Ludwig von Seckendorff,Start,83300000.0
650,San Marino,Giovanni Lonfernini,Stub,34000.0
651,Sweden,Mats Svegfors,Stub,10377000.0
652,Guinea,Lamine Sidimé,Stub,12560000.0
653,Grenada,Daniel Williams (governor-general),Start,113000.0
654,Spain,Nemesi Marqués Oste,Stub,47635000.0
655,Bolivia,Guillermo Lora,Stub,11633000.0
657,Iraq,Ahmed al-Barak,Stub,39725000.0
658,Iraq,Wael Abdul Latif,Stub,39725000.0
659,Iraq,Dara Nur al-Din,Stub,39725000.0
660,Iraq,Mufid Mohammad Jawad al-Jazairi,Stub,39725000.0
661,Iraq,Nuri Badran,Stub,39725000.0
662,Iraq,Abdel Amir Abbud Rahima,Stub,39725000.0
663,Iraq,Ali Faik al-Ghadban,Stub,39725000.0
664,Iraq,Khodayyir Abbas,Stub,39725000.0
665,Iraq,Hashim Abderrahman al-Shibli,Start,39725000.0
666,Iraq,Rashad Mandan Omar,Stub,39725000.0
667,Iraq,Sami Azara al-Majun,Stub,39725000.0
668,Iraq,Kamel al-Kilani,Stub,39725000.0
669,Iraq,Mohammad Jassem Khodayyir,Stub,39725000.0
670,Costa Rica,Carlos Durán Cartín,Stub,5111000.0
671,Costa Rica,Aniceto Esquivel Sáenz,Stub,5111000.0
672,Sweden,Tommy Funebo,Stub,10377000.0
673,United States,Garrett D. Kinney,Stub,329878000.0
674,Bolivia,Manuel Isidoro Belzu,C,11633000.0
676,Uruguay,Juan José de Amézaga,Start,3531000.0
677,Colombia,Francisco Javier Zaldúa,C,49444000.0
678,United Kingdom,John Willard (Australian politician),Stub,67160000.0
679,Martinique,Claude Lise,Stub,356000.0
680,France,"Charles Louis Bernard de Cléron, comte d'Haussonville",Stub,64940000.0
681,France,Philippe Massoni,Stub,64940000.0
682,Canada,David John Rankin,Stub,38190000.0
683,Poland,Aleksander Arendt,Stub,38368000.0
684,Poland,Bernard Szczęsny,Stub,38368000.0
685,Poland,Szczepan Lewna,Stub,38368000.0
686,Mexico,Miguel Cárdenas,Stub,127792000.0
687,Mauritania,Mohamed Lemine Ch'bih Ould Cheikh Melainine,C,4650000.0
688,Finland,Gun Carlson,Stub,5529000.0
689,Finland,Roger Jansson,Stub,5529000.0
690,Yemen,Muhammad Said al-Attar,Stub,29826000.0
691,Yemen,Hassan Muhammad Makki,Stub,29826000.0
692,Yemen,Kadhi Abdullah al-Hagri,Stub,29826000.0
693,United Kingdom,Alan Huckle,Stub,67160000.0
694,Russia,Sergei Zubatov,Start,146733000.0
695,Finland,Olof Erland,Stub,5529000.0
696,Finland,Sune Eriksson,Stub,5529000.0
697,Sweden,Fredrik Gyllenborg,Stub,10377000.0
698,Germany,Bruno Erhard Abegg,Stub,83300000.0
699,France,Daniel Constantin (administrator),Stub,64940000.0
700,South Africa,Gert Rudolph,Start,59628000.0
701,Austria,Anton von Winzor,Stub,8914000.0
702,Portugal,Francisco Lopes,Stub,10255000.0
703,Costa Rica,Alberto Oreamuno Flores,Stub,5111000.0
704,China,Zhang Anshi,Stub,1402385000.0
705,France,Jacques Claude Beugnot,Start,64940000.0
707,Cameroon,Nzo Ekangaki,Start,26598000.0
708,Switzerland,Theodor Ab Yberg,Start,8634000.0
710,Chile,Manuel Montt,Start,19470000.0
711,Uruguay,José Antonio Mora,Stub,3531000.0
712,Afghanistan,Faizanullah Faizan,Stub,38928000.0
713,Angola,Francisco Romão,Stub,32522000.0
714,Armenia,Ohannes Tchekidjian,Start,2956000.0
715,Tuvalu,Lagitupu Tuilimu,Start,10000.0
716,Sweden,Hans von Dellingshausen,Stub,10377000.0
717,Poland,Cyryl Ratajski,Stub,38368000.0
718,Bosnia-Herzegovina,Dragan Mikerević,Stub,3281000.0
719,France,Émile Deschanel,Stub,64940000.0
720,Iceland,Ragnar Arnalds,Stub,368000.0
721,Iceland,Sigurður Kári Kristjánsson,Stub,368000.0
722,Iceland,Guðjón Arnar Kristjánsson,Stub,368000.0
723,Iceland,Magnús Þór Hafsteinsson,Stub,368000.0
724,Sweden,Lars Herman Gyllenhaal,Stub,10377000.0
725,New Zealand,Gregory Fortuin,Stub,4987000.0
726,Benin,Rogatien Biaou,Stub,12209000.0
727,South Africa,Charles Saunders (administrator),Start,59628000.0
729,China,Zheng Chenggong,Stub,1402385000.0
730,Argentina,Manuel Guillermo Pinto,Stub,45377000.0
731,Lesotho,Mohlabi Tsekoa,Start,2142000.0
732,Portugal,Jorge de Melo,Stub,10255000.0
733,San Marino,Giuseppe Arzilli,Stub,34000.0
734,San Marino,Roberto Raschi,Stub,34000.0
735,China,Huo Guang,C,1402385000.0
738,Ghana,Ernest Ako,Stub,31073000.0
739,Germany,Fritz Theilen,Stub,83300000.0
740,Finland,Juho Niukkanen,Stub,5529000.0
741,New Zealand,Alexander Creighton Arthur,Stub,4987000.0
742,Ethiopia,Abebe Aregai,B,114916000.0
743,Ukraine,Andriy Chornovil,Stub,41778000.0
744,Switzerland,Max Binder,Stub,8634000.0
745,Myanmar,Khin Htay Kywe,Stub,54704000.0
746,Myanmar,Myint Aung (MP),Stub,54704000.0
747,Gabon,Paul-Marie Yembit,Stub,2231000.0
748,Belgium,Jacques Germeaux,Stub,11515000.0
749,Ireland,Anthony Daly (Whiteboy),Stub,5003000.0
750,Colombia,Santos Acosta,Start,49444000.0
751,Romania,Constantin Dăscălescu,Stub,19241000.0
752,Romania,Gheorghe Pop de Băsești,Stub,19241000.0
753,Nigeria,Henry Ajomale,Stub,206140000.0
754,Canada,Robert Melville Smith,Stub,38190000.0
755,Nigeria,Kolapo Ishola,Start,206140000.0
756,Philippines,Batarah Shah Tengah,C,109581000.0
757,Nepal,Sita Subedi,Stub,29996000.0
759,Chile,Víctor Olea Alegría,Stub,19470000.0
760,Poland,Kazimierz Krasiński,Stub,38368000.0
761,France,Théophile Aube,Stub,64940000.0
762,France,Jean Marie Antoine de Lanessan,Start,64940000.0
763,Poland,Stanisław Antoni Szczuka,Start,38368000.0
764,Poland,Karol Marcinkowski,Start,38368000.0
765,France,Louis-Lucien Klotz,Start,64940000.0
766,Poland,Mirosław Dzielski,Stub,38368000.0
767,Slovakia,Peter Tatár,Stub,5462000.0
768,Iraq,Ali al-Haidari,Stub,39725000.0
769,Canada,Myra Freeman,Start,38190000.0
770,Poland,Ewaryst Estkowski,Stub,38368000.0
771,Poland,Tytus Działyński,Start,38368000.0
772,Poland,Maksymilian Jackowski,Stub,38368000.0
773,Poland,Antoni Kraszewski,Stub,38368000.0
774,Germany,Ferdinand von Hansemann,Stub,83300000.0
775,Poland,Ludwik Mycielski,Stub,38368000.0
776,Poland,Andrzej Niegolewski,Stub,38368000.0
777,Poland,Władysław Niegolewski,Stub,38368000.0
778,Poland,Gustaw Potworowski,Stub,38368000.0
779,Poland,Piotr Wawrzyniak,Stub,38368000.0
780,Poland,Aniela Tułodziecka,Stub,38368000.0
781,Germany,Heinrich von Tiedemann,Stub,83300000.0
782,Poland,Roman Szymański,Stub,38368000.0
783,Poland,Florian Stablewski,Stub,38368000.0
784,Poland,Walenty Stefański,Stub,38368000.0
785,Poland,Karol Rzepecki,Stub,38368000.0
786,Poland,Edward Raczyński (1786–1845),Stub,38368000.0
787,Colombia,Luis Eduardo Garzón,Start,49444000.0
788,Finland,Lasse Wiklöf,Stub,5529000.0
789,Japan,Mōri Gorō,Stub,125967000.0
790,Russia,Magomed Omarov (politician),Start,146733000.0
791,Argentina,Danilo Baroni,Stub,45377000.0
792,Iraq,Abdul Razak al-Hashimi,Stub,39725000.0
793,Bolivia,Mario Monje,Stub,11633000.0
795,Jamaica,Sam Brown (Rastafari),Start,2809000.0
796,Iraq,Nehro Mohammed,Stub,39725000.0
797,China,Zhou Jiannan,Stub,1402385000.0
798,Sweden,Sten Wahlund,Stub,10377000.0
799,Nigeria,Philip O. Emafo,Stub,206140000.0
800,Iceland,Árni Sigfússon,Stub,368000.0
801,France,Pierre Mazeaud,Start,64940000.0
802,Kyrgyzstan,Amangeldy Muraliyev,Stub,6594000.0
803,Liberia,Thomas Nimely,Stub,5058000.0
805,Germany,Karl Zell,Start,83300000.0
806,Switzerland,Pierre Muller,Stub,8634000.0
807,France,Jules Develle,Stub,64940000.0
808,Hungary,Ferenc Münnich,Start,9767000.0
809,Hungary,Antal Dovcsák,Stub,9767000.0
810,Finland,Irina Krohn,Stub,5529000.0
811,Argentina,Oscar Alende,Start,45377000.0
812,Spain,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",Stub,47635000.0
813,Israel,Uriel Yitzhaki,Stub,9216000.0
814,Russia,Mikhail Lapshin,Stub,146733000.0
815,Denmark,Carl Edvard Rotwitt,Stub,5829000.0
816,Denmark,Christian Emil Krag-Juel-Vind-Frijs,Stub,5829000.0
817,Denmark,Ludvig Holstein-Holsteinborg,Stub,5829000.0
818,Denmark,Christen Andreas Fonnesbech,Stub,5829000.0
819,Fiji,Josefa Dimuri,Start,896000.0
820,Denmark,Tage Reedtz-Thott,Stub,5829000.0
821,Denmark,Hugo Egmont Hørring,Stub,5829000.0
822,Denmark,Johan Henrik Deuntzer,Stub,5829000.0
824,Denmark,Frode Sørensen (politician),Stub,5829000.0
825,Russia,Pyotr Krasikov,Stub,146733000.0
826,Denmark,Christian Ulrik Gyldenløve,Stub,5829000.0
828,Brazil,Israel Pinheiro da Silva,Stub,211812000.0
829,Chile,Germán Riesco,C,19470000.0
830,Poland,Władysław Stanisław Zamoyski,Stub,38368000.0
831,Poland,Roman Sołtyk,Stub,38368000.0
832,Iraq,Muhammed Ibrahim al-Juraissey,Stub,39725000.0
833,Switzerland,Peter Friederich,Stub,8634000.0
834,Brazil,Augusto Farias,Stub,211812000.0
835,United Kingdom,George Durant,Start,67160000.0
836,Poland,Antoni Jan Ostrowski,Start,38368000.0
837,Poland,Franciszek Ksawery Godebski,Stub,38368000.0
838,Serbia,Jakov Nenadović,Start,6957000.0
839,Bosnia-Herzegovina,Šahbaz Džihanović,Stub,3281000.0
841,Cyprus,Salih Usar,Stub,1207000.0
842,Croatia,Silvije Degen,Stub,4020000.0
843,Australia,Joan Coxsedge,Stub,25754000.0
844,Russia,Anatoly Bykov,Stub,146733000.0
845,Chile,Juan Luis Sanfuentes,Start,19470000.0
846,Argentina,Roberto Lavagna,C,45377000.0
847,Costa Rica,António Pinto Soares,Start,5111000.0
848,Ecuador,Vicente Lucio Salazar,Stub,17511000.0
849,Malaysia,Husein Hasanally Abdoolcader,Stub,32781000.0
850,Cyprus,Osman Ertuğ,Stub,1207000.0
851,Cyprus,Eşref Vaiz,Stub,1207000.0
852,Cyprus,Hüseyin Öztoprak,Stub,1207000.0
853,Russia,Alexander Filatov,Stub,146733000.0
854,Argentina,Ginés González García,Start,45377000.0
855,Sweden,Birger Brosa,Start,10377000.0
856,Fiji,Niko Nawaikula,Start,896000.0
857,New Zealand,Charles Bellringer,Stub,4987000.0
859,Mali,Sidibe Korian Sidibe,Stub,20251000.0
860,Chile,Germán Ignacio Riesco,Stub,19470000.0
861,Germany,Max Maurenbrecher,Start,83300000.0
862,South Sudan,Patrick Raphael,Stub,11194000.0
863,Spain,Montserrat Gibert,Stub,47635000.0
864,Canada,Evelyn Shannon,Stub,38190000.0
865,Fiji,Injimo Managreve,Stub,896000.0
866,Egypt,Ihab el-Sherif,Start,100803000.0
867,Poland,Tomasz Sołtyk,Stub,38368000.0
868,Panama,Ricardo Arias,Stub,4283000.0
869,Panama,José Ramón Guizado,Stub,4283000.0
870,Panama,Domingo Díaz Arosemena,Stub,4283000.0
871,Panama,Enrique Adolfo Jiménez,Start,4283000.0
872,Panama,Ezequiel Fernández,Stub,4283000.0
873,Panama,Ernesto Tisdel Lefevre,Stub,4283000.0
874,Panama,Pedro Antonio Díaz,Stub,4283000.0
875,Panama,Ciro Luis Urriola,Stub,4283000.0
876,Panama,Pablo Arosemena,Stub,4283000.0
877,Italy,Uguccione della Faggiuola,Stub,60296000.0
878,Sweden,Fredrik Ström,Start,10377000.0
879,Austria,Rudolf Brestel,Stub,8914000.0
880,Poland,Kazimierz Kierzkowski,Stub,38368000.0
881,Colombia,Luis López de Mesa,Stub,49444000.0
882,Colombia,Gerardo Molina,Stub,49444000.0
883,Norway,Torstein Dahle,Start,5387000.0
884,Iceland,Steinunn Valdís Óskarsdóttir,Stub,368000.0
885,Italy,Antonio Berti (senator),Stub,60296000.0
886,Croatia,Božidar Adžija,Stub,4020000.0
894,Nicaragua,Evaristo Rocha,Stub,6596000.0
895,Nicaragua,Joaquín del Cosío,Stub,6596000.0
896,Nicaragua,Tomás Valladares,Stub,6596000.0
897,Nicaragua,Juan de Dios Orozco,Stub,6596000.0
898,Nicaragua,Silvestre Selva,Stub,6596000.0
899,Nicaragua,José León Sandoval,Stub,6596000.0
900,Nicaragua,Toribio Terán,Stub,6596000.0
901,Nicaragua,Benito Rosales,Stub,6596000.0
902,Nicaragua,Norberto Ramírez,Stub,6596000.0
903,Nicaragua,Justo Abaunza,Stub,6596000.0
904,Nicaragua,Laureano Pineda,Stub,6596000.0
905,Nicaragua,José de Jesús Alfaro,Stub,6596000.0
906,Nicaragua,Fruto Chamorro,Start,6596000.0
907,Nicaragua,Tomás Martínez,Stub,6596000.0
908,Nicaragua,Fernando Guzmán Solórzano,Stub,6596000.0
909,Nicaragua,Pedro Joaquín Chamorro Alfaro,Start,6596000.0
910,Nicaragua,Joaquín Zavala,Stub,6596000.0
911,Nicaragua,Evaristo Carazo,Stub,6596000.0
912,Nicaragua,Nicolás Osorno,Stub,6596000.0
913,Nicaragua,Salvador Machado,Stub,6596000.0
914,Mexico,Manuel Vizcarra,Stub,127792000.0
926,Croatia,Ognjen Prica,Start,4020000.0
927,Croatia,Otokar Keršovani,Start,4020000.0
928,Ecuador,Rafael Carvajal,Stub,17511000.0
929,Ecuador,Rafael Pólit,Stub,17511000.0
930,Ecuador,Gonzalo Córdova,Stub,17511000.0
931,Ecuador,Alberto Guerrero Martínez,Stub,17511000.0
932,Ecuador,Andrés Córdova,Stub,17511000.0
933,Ecuador,Ramón Castro Jijón,Stub,17511000.0
934,Paraguay,Manuel Antonio Ortiz,Stub,7255000.0
935,Paraguay,Carlos Loizaga,Stub,7255000.0
936,Paraguay,José Díaz de Bedoya,Stub,7255000.0
937,Paraguay,Patricio Escobar,Start,7255000.0
938,Paraguay,Juan Gualberto González,Start,7255000.0
939,Austria,Baron Alexander von Bach,Start,8914000.0
940,Peru,Jaime Zea,Stub,32824000.0
941,Germany,Georg Bernhard Bilfinger,Start,83300000.0
943,Canada,George Little (Manitoba politician),Stub,38190000.0
945,Senegal,Landing Badji,Stub,16744000.0
946,Gambia,Omar Gassama,Stub,2417000.0
947,Croatia,Krešimir Ćosić (politician),Stub,4020000.0
948,Costa Rica,Manuel Mora,Stub,5111000.0
949,Luxembourg,François Biltgen,Start,632000.0
950,"Korea, South",An Chang-ryon,Stub,51781000.0
951,"Korea, South",An Myong-ok,Stub,51781000.0
952,"Korea, South",An Yong-hyon,Stub,51781000.0
953,"Korea, South",Paek Se-yun,Stub,51781000.0
954,"Korea, South",Pak Chang-sik,Stub,51781000.0
955,"Korea, South",Paek Se-bong,Stub,51781000.0
956,Martinique,President of the General Council of Martinique,Stub,356000.0
957,Denmark,Tom Høyem,Stub,5829000.0
958,Chad,Othman I,Stub,16877000.0
959,Fiji,Mick Beddoes,C,896000.0
960,Iraq,Dhari Ali al-Fayadh,Stub,39725000.0
961,Canada,Michael Rojeski,Stub,38190000.0
962,Luxembourg,Mars Di Bartolomeo,Stub,632000.0
963,Luxembourg,Henri Grethen,Stub,632000.0
964,Luxembourg,Lucien Lux,Start,632000.0
965,Poland,Michał Grażyński,Start,38368000.0
966,Chile,Francisco de la Lastra,Start,19470000.0
967,Myanmar,Khin Maung Swe,Stub,54704000.0
968,Russia,Vladimir Laptev,Stub,146733000.0
969,Iran,Mohammad Saeedi,Stub,84150000.0
970,China,Chen Lei (Heilongjiang),Stub,1402385000.0
971,Canada,Gudmundur Fjelsted,Stub,38190000.0
972,Estonia,Hannes Maasel,Stub,1331000.0
973,Sweden,Otto Grimlund,Stub,10377000.0
974,Canada,Samuel Fletcher,Stub,38190000.0
975,Iceland,Bergur Sigurbjörnsson,Stub,368000.0
976,Bosnia-Herzegovina,Johann von Appel,Stub,3281000.0
977,Switzerland,Kurt Meyer (Lucerne),Stub,8634000.0
978,Bosnia-Herzegovina,Rodoljub Čolaković,Stub,3281000.0
979,Fiji,Antonio Tanaburenisau,Start,896000.0
980,Nigeria,Gidado dan Laima,Start,206140000.0
981,Angola,Osvaldo de Jesus Serra Van-Dúnem,Stub,32522000.0
982,Hungary,Moritz Wahrmann,Start,9767000.0
983,India,Lalhmingthanga,Stub,1400100000.0
984,India,Srirang Narvekar,Stub,1400100000.0
985,Brazil,Ana Rita Esgário,Stub,211812000.0
986,Moldova,Elena Bomeshko,Stub,3535000.0
987,Bosnia-Herzegovina,Darko Matijašević,Stub,3281000.0
988,Peru,Allan Wagner Tizón,Stub,32824000.0
989,Morocco,Bouchaib Benlabsir,Stub,35952000.0
990,Liberia,George Boley,Stub,5058000.0
991,Myanmar,Aye Tha Aung,Start,54704000.0
993,Benin,Seïdou Mama Sika,Stub,12209000.0
996,Argentina,Alfredo Palacios,Stub,45377000.0
997,Mexico,Antonio Carrillo Flores,Start,127792000.0
998,Argentina,Héctor Icazuriaga,Start,45377000.0
999,Argentina,Hugo Anzorreguy,Stub,45377000.0
1000,Argentina,Miguel Ángel Toma,Start,45377000.0
1001,Argentina,Jorge Domínguez (politician),Stub,45377000.0
1002,Fiji,Sela Nanovo,Stub,896000.0
1003,Fiji,Taito Waqavakatoga,Stub,896000.0
1004,Belgium,Fons Borginon,Start,11515000.0
1005,Haiti,Luc Mesadieu,Stub,11403000.0
1006,Russia,Nikolay Dudov,Stub,146733000.0
1007,Germany,Rudi Mittig,Stub,83300000.0
1008,Russia,Nikolay Shaklein,Stub,146733000.0
1009,Cyprus,Reşat Çağlar,Stub,1207000.0
1010,Russia,Mikhail Prusak,Stub,146733000.0
1011,Russia,Alexey Chernyshyov,Stub,146733000.0
1012,United States,Gregory Schulte,Start,329878000.0
1013,Netherlands,Gaspar Fagel,Start,17467000.0
1014,South Africa,Swelethu Madasa,Stub,59628000.0
1015,Algeria,Ahmed Attaf,Stub,44357000.0
